DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA,round,tv_name,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,gp_lgd_code,gp_name,n_gps_constrained,clean_gp_constrained,at_risk_gp_constrained,no_gp_constrained,gp_distribution,has_cluster_to_village,gp_lgd_code_existing,has_existing_village_to_gp,village_name_from_village_file,district_from_village_file,subdistrict_from_village_file,gp_lgd_code_from_village_file,gp_name_from_village_file,has_village_to_gp_from_village_file,gp_lgd_code_best,has_any_village_to_gp,has_gp_to_reservation_history,coverage_status,gp_lgd_code_lookup2,gp_name_lgd,district_lgd,subdistrict_lgd,gp_norm,district_norm,subdistrict_norm,target_gp_name,target_gp_norm,dhs_district_hist_norm,lgd_district_hist_norm,res_gp_norm,res_district_hist_norm,n_res_rows,n_samitis,res_samitis,n_dose_values,dose_values,reservation_dose_n_candidate,reservation_dose_candidate,reserved_women_2005_candidate,reserved_women_2010_candidate,has_direct_gpname_dhsdistrict_reservation,has_combined_reservation,newly_recovered_by_direct_match,orig_reserved_women_2005,orig_reserved_women_2010,orig_reservation_2005,orig_reservation_2010,orig_reservation_dose_n,orig_reservation_dose,orig_match_stage,orig_gp_name_lgd,orig_district_lgd,orig_subdistrict_lgd,has_original_gp_lgd_match,fuzzy_samiti_reservation_dose,fuzzy_samiti_reservation_dose_n,fuzzy_samiti_reserved_women_2005,fuzzy_samiti_reserved_women_2010,fuzzy_samiti_reservation_2005,fuzzy_samiti_reservation_2010,fuzzy_samiti_gp_similarity,fuzzy_samiti_similarity,fuzzy_samiti_match_category,fuzzy_samiti_res_gp_display,fuzzy_samiti_res_samiti_display,has_fuzzy_samiti_match,working_match_source,working_reservation_dose,working_reservation_dose_n,working_reserved_women_2005,working_reserved_women_2010,working_reservation_2005,working_reservation_2010
290907.0,25.3349603162,74.2986933378,R,RAJASTHAN,Bhilwara,NFHS4,Ashaholi,8,122,632,95369,35873.0,Ashaholi,9,False,True,False,"{""35873"": 1.0}",True,35873,True,Ashaholi,Bhilwara,Raipur,35873,Ashaholi,True,35873,True,False,3_gp_no_reservation_history,35873,Ashaholi,Bhilwara,Raipur,ashaholi,bhilwara,raipur,Ashaholi,ashaholi,bhilwara,bhilwara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,1.0,0.0,GEN W,OBC,0.9411764705882353,1.0,high_confidence_gp_and_exact_samiti,aashaholi,RAIPUR,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,1.0,0.0,GEN W,OBC
290908.0,24.9722439134,74.6615798901,R,RAJASTHAN,Chittaurgarh,NFHS4,Ajolion Ka Khera,8,126,656,100164,36634.0,Ajolion Ka Khera,13,False,True,False,"{""36634"": 1.0}",True,36634,True,Ajolion Ka Khera,Chittorgarh,Gangrar,36634,Ajolion Ka Khera,True,36634,True,False,3_gp_no_reservation_history,36634,Ajolion Ka Khera,Chittorgarh,Gangrar,ajolionkakhera,chittorgarh,gangrar,Ajolion Ka Khera,ajolionkakhera,chittorgarh,chittorgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290911.0,24.6554576147,72.5664228415,R,RAJASTHAN,Sirohi,NFHS4,Selwada,8,117,596,90254,41937.0,Selwada,9,False,True,False,"{""41937"": 1.0}",True,41937,True,Selwada,Sirohi,Reodar,41937,Selwada,True,41937,True,False,3_gp_no_reservation_history,41937,Selwada,Sirohi,Reodar,selwada,sirohi,reodar,Selwada,selwada,sirohi,sirohi,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290912.0,26.3622005288,75.0809633614,R,RAJASTHAN,Ajmer,NFHS4,Dhasook,8,119,606,91550,33597.0,Dhasook,7,False,True,False,"{""33597"": 1.0}",True,33597,True,Dhasook,Ajmer,Arain,33597,Dhasook,True,33597,True,False,3_gp_no_reservation_history,33597,Dhasook,Ajmer,Arain,dhasook,ajmer,arain,Dhasook,dhasook,ajmer,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290913.0,26.1663995598,72.9320028616,R,RAJASTHAN,Jodhpur,NFHS4,Doli,8,113,572,85534,39760.0,Doli,10,False,True,False,"{""39760"": 1.0}",True,39760,True,Doli,Jodhpur (Gramin),Jhanwar,39760,Doli,True,39760,True,True,4_full_coverage,39760,Doli,Jodhpur (Gramin),Jhanwar,doli,jodhpurgramin,jhanwar,Doli,doli,jodhpur,jodhpur,doli,jodhpur,1.0,1.0,luni,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,GEN,GENW,1.0,once,C_unique_gp_name_statewide,Doli,Jodhpur (Gramin),Jhanwar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,GEN,GENW
290914.0,27.0144630435,71.9053680511,R,RAJASTHAN,Jaisalmer,NFHS4,Ramdeora,8,114,575,86274,38825.0,Ramdeora,2,False,True,False,"{""38825"": 1.0}",True,38825,True,Ramdeora,Jaisalmer,Pokaran,38825,Ramdeora,True,38825,True,False,3_gp_no_reservation_history,38825,Ramdeora,Jaisalmer,Pokaran,ramdeora,jaisalmer,pokaran,Ramdeora,ramdeora,jaisalmer,jaisalmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290915.0,24.8330237321,74.4190626427,R,RAJASTHAN,Chittaurgarh,NFHS4,Neel Ka Khera,8,126,662,101175,36501.0,Rewaliya Khurd,9,False,True,False,"{""36501"": 1.0}",True,36501,True,Neel Ka Khera,Chittorgarh,Bhadesar,36501,Rewaliya Khurd,True,36501,True,False,3_gp_no_reservation_history,36501,Rewaliya Khurd,Chittorgarh,Bhadesar,rewaliyakhurd,chittorgarh,bhadesar,Rewaliya Khurd,rewaliyakhurd,chittorgarh,chittorgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290918.0,27.5752069386,74.8985487555,R,RAJASTHAN,Sikar,NFHS4,Sihot Bari,8,111,553,81581,41604.0,Sihot Bari,10,False,True,False,"{""41604"": 1.0}",True,41604,True,Sihot Bari,Sikar,Dhod,41604,Sihot Bari,True,41604,True,False,3_gp_no_reservation_history,41604,Sihot Bari,Sikar,Dhod,sihotbari,sikar,dhod,Sihot Bari,sihotbari,sikar,sikar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290919.0,26.966229774,76.1098817521,R,RAJASTHAN,Jaipur,NFHS4,Gudhawas Nevar,8,110,548,80646,294778.0,Gaonli,12,False,True,False,"{""294778"": 1.0}",True,294778,True,Gudhawas Nevar,Jaipur (Gramin),Andhi,294778,Gaonli,True,294778,True,False,3_gp_no_reservation_history,294778,Gaonli,Jaipur (Gramin),Andhi,gaonli,jaipurgramin,andhi,Gaonli,gaonli,jaipur,jaipur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290921.0,26.8194138211,77.1529789124,R,RAJASTHAN,Karauli,NFHS4,Suroth,8,107,522,76483,40003.0,Suroth,8,False,True,False,"{""40003"": 1.0}",True,40003,True,Suroth,Karauli,Suroth,40003,Suroth,True,40003,True,True,4_full_coverage,40003,Suroth,Karauli,Suroth,suroth,karauli,suroth,Suroth,suroth,karauli,karauli,suroth,karauli,1.0,1.0,hindaun,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,ST W,GEN,1.0,once,B_exact_gp_district,Suroth,Karauli,Suroth,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,ST W,GEN
290923.0,25.6195521921,74.3935019001,R,RAJASTHAN,Bhilwara,NFHS4,Marwon Ka Khera,8,122,627,94735,244601.0,Rooppura,10,False,True,False,"{""244601"": 1.0}",True,244601,True,Marwon Ka Khera,Bhilwara,Asind,244601,Rooppura,True,244601,True,True,4_full_coverage,244601,Rooppura,Bhilwara,Asind,rooppura,bhilwara,asind,Rooppura,rooppura,bhilwara,bhilwara,rooppura,bhilwara,1.0,1.0,asind,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,GEN W,SC,1.0,once,A_exact_gp_district_samiti,Rooppura,Bhilwara,Asind,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,GEN W,SC
290924.0,25.4671676916,73.5282868697,R,RAJASTHAN,Pali,NFHS4,Gura Meghsingh,8,118,603,91118,41023.0,Sanwalta,10,False,True,False,"{""41023"": 1.0}",True,41023,True,Gura Meghsingh,Pali,Rani,41023,Sanwalta,True,41023,True,False,3_gp_no_reservation_history,41023,Sanwalta,Pali,Rani,sanwalta,pali,rani,Sanwalta,sanwalta,pali,pali,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290925.0,23.3934837425,73.9422736521,R,RAJASTHAN,Dungarpur,NFHS4,Gamela,8,124,649,98415,37638.0,Saleda,15,False,True,False,"{""37638"": 1.0}",True,37638,True,Gamela,Dungarpur,Chikhali,37638,Saleda,True,37638,True,True,4_full_coverage,37638,Saleda,Dungarpur,Chikhali,saleda,dungarpur,chikhali,Saleda,saleda,dungarpur,dungarpur,saleda,dungarpur,1.0,1.0,simalwara,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,ST W,ST,1.0,once,B_exact_gp_district,Saleda,Dungarpur,Chikhali,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,ST W,ST
290926.0,24.5463004756,72.8012747998,R,RAJASTHAN,Sirohi,NFHS4,Amthala,8,117,595,90144,41849.0,Amthala,16,False,True,False,"{""41849"": 1.0}",True,41849,True,Amthala,Sirohi,Deldar,41849,Amthala,True,41849,True,True,4_full_coverage,41849,Amthala,Sirohi,Deldar,amthala,sirohi,deldar,Amthala,amthala,sirohi,sirohi,amthala,sirohi,1.0,1.0,aburoad,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,ST,ST,0.0,never,B_exact_gp_district,Amthala,Sirohi,Deldar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,ST,ST
290927.0,25.2040196694,76.5374704148,R,RAJASTHAN,Baran,NFHS4,Rebarpura,8,128,672,102726,34745.0,Miyada,8,False,True,False,"{""34745"": 1.0}",True,34745,True,Rebarpura,Baran,Baran,34745,Miyada,True,34745,True,True,4_full_coverage,34745,Miyada,Baran,Baran,miyada,baran,baran,Miyada,miyada,baran,baran,miyada,baran,1.0,1.0,baran,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,ST,SC,0.0,never,A_exact_gp_district_samiti,Miyada,Baran,Baran,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,ST,SC
290928.0,23.2211500996,74.2380287079,R,RAJASTHAN,Banswara,NFHS4,Mahuriya-Natha,8,125,654,99592,294621.0,Goda,13,False,True,False,"{""294621"": 1.0}",True,294621,True,Mahuriya-Natha,Banswara,Sajjangarh,294621,Goda,True,294621,True,False,3_gp_no_reservation_history,294621,Goda,Banswara,Sajjangarh,goda,banswara,sajjangarh,Goda,goda,banswara,banswara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290930.0,26.3974950673,74.1463088013,R,RAJASTHAN,Pali,NFHS4,Bhoombaliya,8,118,597,90426,40867.0,Bhoombaliya,5,False,True,False,"{""40867"": 1.0}",True,40867,True,Bhoombaliya,Beawar,Jaitaran,40867,Bhoombaliya,True,40867,True,False,3_gp_no_reservation_history,40867,Bhoombaliya,Beawar,Jaitaran,bhoombaliya,beawar,jaitaran,Bhoombaliya,bhoombaliya,pali,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290931.0,25.5064019008,73.0253190677,R,RAJASTHAN,Jalor,NFHS4,Kawla,8,116,586,89178,38855.0,Kanwla,5,False,True,False,"{""38855"": 1.0}",True,38855,True,Kawla,Jalore,Bhadrajun,38855,Kanwla,True,38855,True,False,3_gp_no_reservation_history,38855,Kanwla,Jalore,Bhadrajun,kanwla,jalore,bhadrajun,Kanwla,kanwla,jalore,jalore,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290932.0,26.5871114831,76.4914060897,R,RAJASTHAN,Sawai Madhopur,NFHS4,Kakrala,8,108,527,77233,41340.0,Kakrala,9,False,True,False,"{""41340"": 1.0}",True,41340,True,Kakrala,Gangapurcity,Bamanwas,41340,Kakrala,True,41340,True,False,3_gp_no_reservation_history,41340,Kakrala,Gangapurcity,Bamanwas,kakrala,gangapurcity,bamanwas,Kakrala,kakrala,sawaimadhopur,sawaimadhopur,kakrala,sawaimadhopur,1.0,1.0,bamanwas,1.0,never,0.0,never,0.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,never,0.0,0.0,0.0,,
290933.0,27.6910105683,76.7553093399,R,RAJASTHAN,Alwar,NFHS4,Shekhpur,8,104,497,72488,33985.0,Kolgaon,9,False,True,False,"{""33985"": 1.0}",True,33985,True,Shekhpur,Khairthal-Tijara,Kishangarhbas,33985,Kolgaon,True,33985,True,True,4_full_coverage,33985,Kolgaon,Khairthal-Tijara,Kishangarhbas,kolgaon,khairthaltijara,kishangarhbas,Kolgaon,kolgaon,alwar,alwar,kolgaon,alwar,1.0,1.0,kishangarhbas,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,OBC,0.0,never,C_unique_gp_name_statewide,Kolgaon,Khairthal-Tijara,Kishangarhbas,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,OBC
290934.0,23.632493518,73.9243979071,R,RAJASTHAN,Dungarpur,NFHS4,Saiyo Ka Talab,8,124,648,98088,37574.0,Piplagunj,18,False,True,False,"{""37574"": 1.0}",True,37574,True,Saiyo Ka Talab,Dungarpur,Obri,37574,Piplagunj,True,37574,True,False,3_gp_no_reservation_history,37574,Piplagunj,Dungarpur,Obri,piplagunj,dungarpur,obri,Piplagunj,piplagunj,dungarpur,dungarpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290935.0,26.6692598247,73.6148419303,R,RAJASTHAN,Jodhpur,NFHS4,Rajlani,8,113,569,84831,39700.0,Rajlani,5,False,True,False,"{""39700"": 1.0}",True,39700,True,Rajlani,Jodhpur (Gramin),Bhopalgarh,39700,Rajlani,True,39700,True,True,4_full_coverage,39700,Rajlani,Jodhpur (Gramin),Bhopalgarh,rajlani,jodhpurgramin,bhopalgarh,Rajlani,rajlani,jodhpur,jodhpur,rajlani,jodhpur,1.0,1.0,bhopalgarh,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,SC,OBCW,1.0,once,C_unique_gp_name_statewide,Rajlani,Jodhpur (Gramin),Bhopalgarh,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,SC,OBCW
290937.0,23.7349206272,74.6557205028,R,RAJASTHAN,Pratapgarh,NFHS4,Baori,8,131,697,108102,295124.0,Bawari,10,False,True,False,"{""295124"": 1.0}",True,295124,True,Bawri,Pratapgarh,Peepalkhoont,295124,Bawari,True,295124,True,False,3_gp_no_reservation_history,295124,Bawari,Pratapgarh,Peepalkhoont,bawari,pratapgarh,peepalkhoont,Bawari,bawari,pratapgarh,pratapgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290938.0,29.0456419035,73.0920519917,R,RAJASTHAN,Ganganagar,NFHS4,1 STR,8,99,463,66259,262414.0,2 Str,11,False,True,False,"{""262414"": 1.0}",True,262414,True,1 Str,Anupgarh,Gharsana,262414,2 Str,True,262414,True,False,3_gp_no_reservation_history,262414,2 Str,Anupgarh,Gharsana,2str,anupgarh,gharsana,2 Str,2str,ganganagar,ganganagar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290939.0,28.0449098101,75.9264468036,R,RAJASTHAN,Jhunjhunun,NFHS4,Doodhwa Nangliya,8,103,490,71506,39466.0,Doodhwa Nangliya,13,False,True,False,"{""39466"": 1.0}",True,39466,True,Doodhwa Nangliya,Neem Ka Thana,Khetri,39466,Doodhwa Nangliya,True,39466,True,True,4_full_coverage,39466,Doodhwa Nangliya,Neem Ka Thana,Khetri,doodhwanangliya,neemkathana,khetri,Doodhwa Nangliya,doodhwanangliya,jhunjhunu,sikar,doodhwanangliya,jhunjhunu,1.0,1.0,khetri,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,GEN,0.0,never,C_unique_gp_name_statewide,Doodhwa Nangliya,Neem Ka Thana,Khetri,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,GEN
290940.0,24.4507316213,76.731109111,R,RAJASTHAN,Baran,NFHS4,Bor Kheri,8,128,677,103750,34811.0,Set Kolu,6,False,True,False,"{""34811"": 1.0}",True,34811,True,Bor Kheri,Baran,Chhipabarod,34811,Set Kolu,True,34811,True,False,3_gp_no_reservation_history,34811,Set Kolu,Baran,Chhipabarod,setkolu,baran,chhipabarod,Set Kolu,setkolu,baran,baran,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,OBC,GEN,0.9333333333333333,1.0,high_confidence_gp_and_exact_samiti,setukolu,CHHIPABAROD,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,OBC,GEN
290941.0,23.4602505955,74.2609380335,R,RAJASTHAN,Banswara,NFHS4,Pindarma,8,125,653,99368,34389.0,Pindarma,15,False,True,False,"{""34389"": 1.0}",True,34389,True,Pindarma,Banswara,Bagidora,34389,Pindarma,True,34389,True,True,4_full_coverage,34389,Pindarma,Banswara,Bagidora,pindarma,banswara,bagidora,Pindarma,pindarma,banswara,banswara,pindarma,banswara,1.0,1.0,bagidora,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,ST,ST,0.0,never,A_exact_gp_district_samiti,Pindarma,Banswara,Bagidora,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,ST,ST
290942.0,26.9113559377,74.9246858359,R,RAJASTHAN,Ajmer,NFHS4,Shiv Nagar,8,119,606,91387,,,4,False,True,False,{},True,,False,Shiv Nagar,Ajmer,Roopangarh,33743,Sinodiya,True,33743,True,True,4_full_coverage,33743,Sinodiya,Ajmer,Roopangarh,sinodiya,ajmer,roopangarh,Sinodiya,sinodiya,ajmer,ajmer,sinodiya,ajmer,1.0,1.0,kishangarh,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,GEN W,OBCW,2.0,twice,B_exact_gp_district,Sinodiya,Ajmer,Roopangarh,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,GEN W,OBCW
290943.0,29.2560075655,73.2420698164,R,RAJASTHAN,Ganganagar,NFHS4,22 APD,8,99,462,65606,37645.0,1 Lsm,6,False,True,False,"{""37645"": 1.0}",True,37645,True,22 Apd,Anupgarh,Anupgarh,37645,1 Lsm,True,37645,True,False,3_gp_no_reservation_history,37645,1 Lsm,Anupgarh,Anupgarh,1lsm,anupgarh,anupgarh,1 Lsm,1lsm,ganganagar,ganganagar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290945.0,23.7057255699,73.8605756573,R,RAJASTHAN,Dungarpur,NFHS4,Varda,8,124,648,98065,37584.0,Varda,13,False,True,False,"{""37584"": 1.0}",True,37584,True,Varda,Dungarpur,Obri,37584,Varda,True,37584,True,False,3_gp_no_reservation_history,37584,Varda,Dungarpur,Obri,varda,dungarpur,obri,Varda,varda,dungarpur,dungarpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290946.0,26.6052957816,73.006294696,R,RAJASTHAN,Jodhpur,NFHS4,Khudiyala,8,113,568,84673,262519.0,Khudiyala,8,False,True,False,"{""262519"": 1.0}",True,262519,True,Khudiyala,Jodhpur (Gramin),Tinwari,262519,Khudiyala,True,262519,True,False,3_gp_no_reservation_history,262519,Khudiyala,Jodhpur (Gramin),Tinwari,khudiyala,jodhpurgramin,tinwari,Khudiyala,khudiyala,jodhpur,jodhpur,khudiyala,jodhpur,1.0,1.0,balesar,1.0,never,0.0,never,0.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,never,0.0,0.0,0.0,,
290947.0,25.7661255849,71.8397436722,R,RAJASTHAN,Barmer,NFHS4,Undriyasara,8,115,578,87234,35198.0,Nosar,8,False,True,False,"{""35198"": 1.0}",True,35198,True,Undriyasara,Balotra,Baytoo,35198,Nosar,True,35198,True,True,4_full_coverage,35198,Nosar,Balotra,Baytoo,nosar,balotra,baytoo,Nosar,nosar,barmer,barmer,nosar,barmer,1.0,1.0,sindhari,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,GEN,0.0,never,C_unique_gp_name_statewide,Nosar,Balotra,Baytoo,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,GEN
290949.0,24.5363579538,73.5570227902,R,RAJASTHAN,Udaipur,NFHS4,Bachhar,8,130,689,106525,42357.0,Bachhar,8,False,True,False,"{""42357"": 1.0}",True,42357,True,Bachhar,Udaipur,Girwa,42357,Bachhar,True,42357,True,True,4_full_coverage,42357,Bachhar,Udaipur,Girwa,bachhar,udaipur,girwa,Bachhar,bachhar,udaipur,udaipur,bachhar,udaipur,1.0,1.0,girwa,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,ST W,STW,2.0,twice,A_exact_gp_district_samiti,Bachhar,Udaipur,Girwa,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,ST W,STW
290950.0,24.5409440444,75.9293932584,R,RAJASTHAN,Jhalawar,NFHS4,Shri Chhatrapur,8,129,682,104842,39192.0,Shri Chhatrapur,3,False,True,False,"{""39192"": 1.0}",True,39192,True,Shri Chhatrapur,Jhalawar,Pachpahar,39192,Shri Chhatrapur,True,39192,True,False,3_gp_no_reservation_history,39192,Shri Chhatrapur,Jhalawar,Pachpahar,shrichhatrapur,jhalawar,pachpahar,Shri Chhatrapur,shrichhatrapur,jhalawar,jhalawar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290952.0,24.1125680354,74.6559545834,R,RAJASTHAN,Pratapgarh,NFHS4,Rohan Khera,8,131,699,108484,295162.0,Teela,7,False,True,False,"{""295162"": 1.0}",True,295162,True,Rohan Khera,Pratapgarh,Pratapgarh,295162,Teela,True,295162,True,False,3_gp_no_reservation_history,295162,Teela,Pratapgarh,Pratapgarh,teela,pratapgarh,pratapgarh,Teela,teela,pratapgarh,pratapgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290953.0,26.1339374904,76.4763028232,R,RAJASTHAN,Sawai Madhopur,NFHS4,Shyampura,8,108,531,77621,41515.0,Shyampura,14,False,True,False,"{""41515"": 1.0}",True,41515,True,Shyampura,Sawai Madhopur,Sawai Madhopur,41515,Shyampura,True,41515,True,True,4_full_coverage,41515,Shyampura,Sawai Madhopur,Sawai Madhopur,shyampura,sawaimadhopur,sawaimadhopur,Shyampura,shyampura,sawaimadhopur,sawaimadhopur,shyampura,sawaimadhopur,1.0,1.0,sawaimadhopur,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,ST,0.0,never,A_exact_gp_district_samiti,Shyampura,Sawai Madhopur,Sawai Madhopur,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,ST
290954.0,26.3408151969,74.5150588469,R,RAJASTHAN,Ajmer,NFHS4,Makrera,8,119,608,91691,33809.0,Makrera,11,False,True,False,"{""33809"": 1.0}",True,33809,True,Makrera,Ajmer,Peesangan,33809,Makrera,True,33809,True,True,4_full_coverage,33809,Makrera,Ajmer,Peesangan,makrera,ajmer,peesangan,Makrera,makrera,ajmer,ajmer,makrera,ajmer,1.0,1.0,peesangan,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,OBC,0.0,never,A_exact_gp_district_samiti,Makrera,Ajmer,Peesangan,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,OBC
290955.0,25.71540946,74.4935702434,R,RAJASTHAN,Bhilwara,NFHS4,Barla,8,122,627,94707,35650.0,Motipur,9,False,True,False,"{""35650"": 1.0}",True,35650,True,Barla,Bhilwara,Antali,35650,Motipur,True,35650,True,True,4_full_coverage,35650,Motipur,Bhilwara,Antali,motipur,bhilwara,antali,Motipur,motipur,bhilwara,bhilwara,motipur,bhilwara,1.0,1.0,asind,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,SC W,OBCW,2.0,twice,B_exact_gp_district,Motipur,Bhilwara,Antali,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,SC W,OBCW
290956.0,24.8355394481,72.9772217029,R,RAJASTHAN,Sirohi,NFHS4,Veerwara,8,117,594,90037,41905.0,Veerwara,8,False,True,False,"{""41905"": 1.0}",True,41905,True,Veerwara,Sirohi,Pindwara,41905,Veerwara,True,41905,True,False,3_gp_no_reservation_history,41905,Veerwara,Sirohi,Pindwara,veerwara,sirohi,pindwara,Veerwara,veerwara,sirohi,sirohi,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290958.0,27.8135326981,74.3999810077,R,RAJASTHAN,Churu,NFHS4,Chadwas,8,102,486,70731,36966.0,Chadwas,4,False,True,False,"{""36966"": 1.0}",True,36966,True,Chadwas,Churu,Bidasar,36966,Chadwas,True,36966,True,False,3_gp_no_reservation_history,36966,Chadwas,Churu,Bidasar,chadwas,churu,bidasar,Chadwas,chadwas,churu,churu,chadwas,churu,1.0,1.0,sujangarh,1.0,once,1.0,once,1.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,once,1.0,1.0,0.0,,
290959.0,24.3379980455,76.1892271806,R,RAJASTHAN,Jhalawar,NFHS4,Bhumara,8,129,679,104310,39079.0,Deo Nagar,11,False,True,False,"{""39079"": 1.0}",True,39079,True,Bhumara,Jhalawar,Bakani,39079,Deo Nagar,True,39079,True,False,3_gp_no_reservation_history,39079,Deo Nagar,Jhalawar,Bakani,deonagar,jhalawar,bakani,Deo Nagar,deonagar,jhalawar,jhalawar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290960.0,24.9488492106,72.9296995526,R,RAJASTHAN,Sirohi,NFHS4,Kaldari,8,117,592,89935,294608.0,Kaldari,5,False,True,False,"{""294608"": 1.0}",True,294608,True,Kaldari,Sirohi,Sheoganj,294608,Kaldari,True,294608,True,False,3_gp_no_reservation_history,294608,Kaldari,Sirohi,Sheoganj,kaldari,sirohi,sheoganj,Kaldari,kaldari,sirohi,sirohi,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
