gp_lgd_code,reserved_women_2005,reserved_women_2010,reservation_2005,reservation_2010,gp_name_res_2010,samiti_res_2010,district_res_2010,gp_name_lgd,district_lgd,subdistrict_lgd,match_stage,reservation_dose_n,reservation_dose,match_conflict_excluded
38236,0,0,OBC,GEN,jaisinghpura shekhawatan,AMBER,JAIPUR,Jaisinghpura Shekhawatan,Jaipur (Gramin),Jalsu,C_unique_gp_name_statewide,0,never,0
38240,0,1,ST,SCW,kanwarpura,AMBER,JAIPUR,Kanwarpura,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38241,0,1,GEN,GENW,khannipura,AMBER,JAIPUR,Khannipura,Jaipur (Gramin),Jalsu,C_unique_gp_name_statewide,1,once,0
38242,1,0,SC W,GEN,khora meena,AMBER,JAIPUR,Khora Meena,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38243,1,1,GEN W,GENW,khora shyamdas,AMBER,JAIPUR,Khora Shyamdas,Jaipur (Gramin),Rampura Dabri,C_unique_gp_name_statewide,2,twice,0
38245,0,1,OBC,GENW,kukas,AMBER,JAIPUR,Kukas,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38246,0,1,GEN,GENW,labana,AMBER,JAIPUR,Labana,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38247,0,1,GEN,GENW,lakher,AMBER,JAIPUR,Lakher,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38250,1,1,OBC W,GENW,mundota,AMBER,JAIPUR,Mundota,Jaipur (Gramin),Jalsu,C_unique_gp_name_statewide,2,twice,0
38251,1,0,ST W,GEN,nangal purohitan,AMBER,JAIPUR,Nangalpurohitan,Jaipur (Gramin),Rampura Dabri,C_unique_gp_name_statewide,1,once,0
38253,0,0,GEN,OBC,nangal siras,AMBER,JAIPUR,Nangalsiras,Jaipur (Gramin),Rampura Dabri,C_unique_gp_name_statewide,0,never,0
38254,0,0,GEN,GEN,punana,AMBER,JAIPUR,Punana,Jaipur (Gramin),Jalsu,C_unique_gp_name_statewide,0,never,0
38259,0,0,GEN,SC,rundal,AMBER,JAIPUR,Rundal,Jaipur,Amber,A_exact_gp_district_samiti,0,never,0
38260,0,0,ST,OBC,sewapura,AMBER,JAIPUR,Sewapura,Jaipur (Gramin),Rampura Dabri,C_unique_gp_name_statewide,0,never,0
38261,0,0,OBC,ST,shyampura,AMBER,JAIPUR,Shyampura,Jaipur,Amber,A_exact_gp_district_samiti,0,never,0
38262,0,0,ST,OBC,sirohi,AMBER,JAIPUR,Sirohi,Jaipur,Amber,A_exact_gp_district_samiti,0,never,0
38263,0,1,GEN,STW,sirsali,AMBER,JAIPUR,Sirsali,Jaipur (Gramin),Jalsu,C_unique_gp_name_statewide,1,once,0
38265,1,1,SC W,GENW,badwa,ANTAH,BARAN,Badwa,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,2,twice,0
38266,0,0,ST,GEN,bainada,BASSI,JAIPUR,Bainada,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,0,never,0
38272,0,0,ST,GEN,danaukalan,BASSI,JAIPUR,Danau Kalan,Jaipur (Gramin),Toonga,C_unique_gp_name_statewide,0,never,0
38276,1,1,GEN W,STW,hansmahal,BASSI,JAIPUR,Hans Mahal,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,2,twice,0
38278,1,1,SC W,GENW,jeetawala,BASSI,JAIPUR,Jeetawala,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,2,twice,0
38281,1,1,ST W,GENW,kanota,BASSI,JAIPUR,Kanota,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,2,twice,0
38282,1,0,GEN W,GEN,karangarh,BASSI,JAIPUR,Karangarh,Jaipur (Gramin),Toonga,C_unique_gp_name_statewide,1,once,0
38286,1,1,GEN W,SCW,kuthada khurd,BASSI,JAIPUR,Kuthada Khurd,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,2,twice,0
38290,0,0,ST,OBC,mansar khedi,BASSI,JAIPUR,Mansar Khedi,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,0,never,0
38293,0,0,ST,GEN,palawala jatan,BASSI,JAIPUR,Palawala Jatan,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,0,never,0
38296,1,0,ST W,SC,rajpura patalwas,BASSI,JAIPUR,Rajpura Patalwas,Jaipur (Gramin),Toonga,C_unique_gp_name_statewide,1,once,0
38297,0,1,ST,GENW,ramratanpura,BASSI,JAIPUR,Ramratanpura,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,1,once,0
38299,0,1,GEN,STW,sambhariya,BASSI,JAIPUR,Sambhariya,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,1,once,0
38300,0,1,ST,GENW,tahtada,BASSI,JAIPUR,Tahtada,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,1,once,0
38301,1,0,ST W,SC,todabhata,BASSI,JAIPUR,Toda Bhata,Jaipur (Gramin),Bassi,C_unique_gp_name_statewide,1,once,0
38312,1,0,ST W,GEN,girdharilalpura,CHAKSU,JAIPUR,Girdharilal Pura,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,1,once,0
38313,1,0,OBC W,GEN,harinarayanpura,CHAKSU,JAIPUR,Harinarayanpura,Jaipur (Gramin),Kotkhawda,C_unique_gp_name_statewide,1,once,0
38317,0,0,GEN,SC,kareda khurd,CHAKSU,JAIPUR,Kareda Khurd,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,0,never,0
38321,0,0,GEN,ST,kothun,CHAKSU,JAIPUR,Kothun,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,0,never,0
38324,0,1,ST,GENW,mahadevpura,CHAKSU,JAIPUR,Mahadevpura,Jaipur (Gramin),Kotkhawda,C_unique_gp_name_statewide,1,once,0
38325,1,1,ST W,GENW,nimodiya,CHAKSU,JAIPUR,Nimodiya,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,2,twice,0
38328,1,1,ST W,GENW,rupahedi kalan,CHAKSU,JAIPUR,Rupahedi Kalan,Jaipur (Gramin),Kotkhawda,C_unique_gp_name_statewide,2,twice,0
38330,0,1,GEN,SCW,shivdaspura,CHAKSU,JAIPUR,Shivdaspura,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,1,once,0
38331,0,1,ST,GENW,tamadiya,CHAKSU,JAIPUR,Tamadiya,Jaipur (Gramin),Chaksu,C_unique_gp_name_statewide,1,once,0
38338,0,0,GEN,GEN,aakoda,BARMER,BARMER,Aakoda,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,0,never,0
38341,1,0,SC W,OBC,bardoti,DUDU,JAIPUR,Bardoti,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,1,once,0
38350,0,0,GEN,GEN,dhandholi,DUDU,JAIPUR,Dhandholi,Dudu,Dudu,C_unique_gp_name_statewide,0,never,0
38351,1,1,GEN W,SCW,dhani boraj,DUDU,JAIPUR,Dhani Boraj,Jaipur (Gramin),Jobner,C_unique_gp_name_statewide,2,twice,0
38354,0,1,SC,OBCW,gadota,DUDU,JAIPUR,Gadota,Dudu,Mauzamabad,C_unique_gp_name_statewide,1,once,0
38357,1,1,ST,STW,gainji,BICHHIWARA,DUNGARPUR,Gainji,Dudu,Dudu,C_unique_gp_name_statewide,2,twice,0
38359,0,1,GEN,GENW,gidani,DUDU,JAIPUR,Gidani,Dudu,Mauzamabad,C_unique_gp_name_statewide,1,once,0
38363,1,1,GEN W,GENW,hirnoda,DUDU,JAIPUR,Hirnoda,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,2,twice,0
38365,1,0,GEN W,OBC,jhag,DUDU,JAIPUR,Jhag,Dudu,Mauzamabad,C_unique_gp_name_statewide,1,once,0
38366,0,1,GEN,STW,jharna,BASSI,JAIPUR,Jharna,Dudu,Mauzamabad,C_unique_gp_name_statewide,1,once,0
38369,0,0,OBC,GEN,korseena,DUDU,JAIPUR,Korseena,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,0,never,0
38371,0,0,GEN,SC,mamana,DUDU,JAIPUR,Mamana,Dudu,Dudu,C_unique_gp_name_statewide,0,never,0
38373,0,1,GEN,GENW,marwa,DUDU,JAIPUR,Marwa,Dudu,Dudu,C_unique_gp_name_statewide,1,once,0
38381,0,0,GEN,SC,rojadi,DUDU,JAIPUR,Rojadi,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,0,never,0
38384,0,1,SC,OBCW,sali,DUDU,JAIPUR,Sali,Dudu,Dudu,C_unique_gp_name_statewide,1,once,0
38385,1,0,OBC W,SC,sardulpura,DUDU,JAIPUR,Sardulpura,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,1,once,0
38386,1,1,GEN W,STW,sawarda,DUDU,JAIPUR,Sawarda,Dudu,Mauzamabad,C_unique_gp_name_statewide,2,twice,0
38390,0,0,OBC,GEN,sunadiya,DUDU,JAIPUR,Sunadiya,Dudu,Dudu,C_unique_gp_name_statewide,0,never,0
38391,0,0,OBC,GEN,sursinghpura,DUDU,JAIPUR,Sursingh Pura,Jaipur (Gramin),Phulera (Hq.Sambhar),C_unique_gp_name_statewide,0,never,0
38392,0,0,GEN,SC,ugariyawas,DUDU,JAIPUR,Ugariyawas,Dudu,Mauzamabad,C_unique_gp_name_statewide,0,never,0
38401,0,1,OBC,SCW,dhoblai,GOVINDGARH,JAIPUR,Dhoblai,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38404,0,1,GEN,STW,ghinoi,GOVINDGARH,JAIPUR,Ghinoi,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38406,1,0,ST W,GEN,gudliya,BANDIKUI,DAUSA,Gudliya,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38410,1,1,GEN W,GENW,itawa bhopji,GOVINDGARH,JAIPUR,Itawa Bhopji,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,2,twice,0
38413,0,1,GEN,GENW,jatawali,GOVINDGARH,JAIPUR,Jatawali,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38414,0,0,SC,GEN,kaladera,GOVINDGARH,JAIPUR,Kaladera,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,0,never,0
38415,0,1,GEN,SCW,khejroli,GOVINDGARH,JAIPUR,Khejroli,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38421,1,0,SC W,OBC,mandabhinda,GOVINDGARH,JAIPUR,Manda Bhinda,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38422,0,0,GEN,GEN,morija,GOVINDGARH,JAIPUR,Morija,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,0,never,0
38426,0,0,OBC,GEN,nangalkalan,GOVINDGARH,JAIPUR,Nangal- Kalan,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,0,never,0
38428,0,1,OBC,GENW,samod,GOVINDGARH,JAIPUR,Samod,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,1,once,0
38430,0,0,GEN,OBC,singod khurd,GOVINDGARH,JAIPUR,Singod Khurd,Jaipur (Gramin),Chomu,C_unique_gp_name_statewide,0,never,0
38444,1,0,GEN W,GEN,booj,JAMWA RAMGARH,JAIPUR,Booj,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,1,once,0
38446,0,1,ST,OBCW,dangarwada,JAMWA RAMGARH,JAIPUR,Dangarwada,Jaipur (Gramin),Andhi,C_unique_gp_name_statewide,1,once,0
38450,1,0,GEN W,SC,gathwari,JAMWA RAMGARH,JAIPUR,Gathwari,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,1,once,0
38452,1,1,GEN W,SCW,jaichandpura,JAMWA RAMGARH,JAIPUR,Jaichandpura,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,2,twice,0
38456,0,1,SC,GENW,lalwas,JAMWA RAMGARH,JAIPUR,Lalwas,Jaipur (Gramin),Andhi,C_unique_gp_name_statewide,1,once,0
38457,0,0,OBC,ST,langadiyawas,JAMWA RAMGARH,JAIPUR,Langadiyawas,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,0,never,0
38459,0,0,ST,GEN,manota,JAMWA RAMGARH,JAIPUR,Manota,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,0,never,0
38461,0,0,GEN,ST,natata,JAMWA RAMGARH,JAIPUR,Natata,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,0,never,0
38462,0,0,GEN,GEN,nayala,JAMWA RAMGARH,JAIPUR,Nayala,Jaipur (Gramin),Andhi,C_unique_gp_name_statewide,0,never,0
38467,1,0,GEN W,SC,rahori,JAMWA RAMGARH,JAIPUR,Rahori,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,1,once,0
38475,0,1,GEN,STW,tala,JAMWA RAMGARH,JAIPUR,Tala,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,1,once,0
38477,0,1,GEN,GENW,tholai,JAMWA RAMGARH,JAIPUR,Tholai,Jaipur (Gramin),Andhi,C_unique_gp_name_statewide,1,once,0
38478,0,0,GEN,ST,todameena,JAMWA RAMGARH,JAIPUR,Todameena,Jaipur (Gramin),Jamwaramgarh,C_unique_gp_name_statewide,0,never,0
38480,0,0,OBC,GEN,bhambhori,JHOTWARA,JAIPUR,Bhambhori,Jaipur,Kalwar,B_exact_gp_district,0,never,0
38483,1,0,GEN W,GEN,hathoj,JHOTWARA,JAIPUR,Hathoj,Jaipur,Kalwar,B_exact_gp_district,1,once,0
38484,0,0,GEN,OBC,kalwar,JHOTWARA,JAIPUR,Kalwar,Jaipur,Kalwar,B_exact_gp_district,0,never,0
38485,0,1,GEN,GENW,machawa,JHOTWARA,JAIPUR,Machawa,Jaipur,Kalwar,B_exact_gp_district,1,once,0
38486,0,1,SC,GENW,mundiyaramsar,JHOTWARA,JAIPUR,Mundiya Ramsar,Jaipur,Kalwar,B_exact_gp_district,1,once,0
38487,1,1,GEN W,GENW,nimeda,JHOTWARA,JAIPUR,Nimeda,Jaipur,Kalwar,B_exact_gp_district,2,twice,0
38489,0,0,SC,GEN,pachar,JHOTWARA,JAIPUR,Pachar,Jaipur,Kalwar,B_exact_gp_district,0,never,0
38493,1,0,GEN W,ST,sumel,JHOTWARA,JAIPUR,Sumel,Jaipur,Jaipur,B_exact_gp_district,1,once,0
38494,0,0,ST,OBC,vijaypura,JHOTWARA,JAIPUR,Vijaypura,Jaipur,Jaipur,B_exact_gp_district,0,never,0
38496,0,1,GEN,OBCW,banethi,KOTPUTLI,JAIPUR,Banethi,Kotputli-Behror,Kotputli,C_unique_gp_name_statewide,1,once,0
38499,0,1,GEN,GENW,bhonawas,KOTPUTLI,JAIPUR,Bhonawas,Kotputli-Behror,Paota,C_unique_gp_name_statewide,1,once,0
38504,1,0,GEN W,SC,dantil,KOTPUTLI,JAIPUR,Dantil,Kotputli-Behror,Paota,C_unique_gp_name_statewide,1,once,0
38512,0,1,SC,OBCW,kalyanpura kalan,KOTPUTLI,JAIPUR,Kalyanpura Kalan,Kotputli-Behror,Kotputli,C_unique_gp_name_statewide,1,once,0
38518,0,1,GEN,OBCW,khadab,KOTPUTLI,JAIPUR,Khadab,Kotputli-Behror,Kotputli,C_unique_gp_name_statewide,1,once,0
38527,0,0,GEN,OBC,raikaranpura,KOTPUTLI,JAIPUR,Raikaranpura,Kotputli-Behror,Kotputli,C_unique_gp_name_statewide,0,never,0
38528,0,1,OBC,GENW,rajnota,KOTPUTLI,JAIPUR,Rajnota,Kotputli-Behror,Paota,C_unique_gp_name_statewide,1,once,0
38535,1,1,OBC W,GENW,taskola,KOTPUTLI,JAIPUR,Taskola,Kotputli-Behror,Paota,C_unique_gp_name_statewide,2,twice,0
38540,1,1,OBC W,SCW,chittora,PHAGI,JAIPUR,Chittora,Jaipur (Gramin),Madhorajpura,C_unique_gp_name_statewide,2,twice,0
38541,0,0,SC,GEN,chouru,UNIARA,TONK,Chouru,Dudu,Phagi,C_unique_gp_name_statewide,0,never,0
38542,1,1,SC W,OBCW,dabich,PHAGI,JAIPUR,Dabich,Jaipur (Gramin),Madhorajpura,C_unique_gp_name_statewide,2,twice,0
38545,1,0,GEN W,GEN,gohandi,PHAGI,JAIPUR,Gohandi,Jaipur (Gramin),Madhorajpura,C_unique_gp_name_statewide,1,once,0
38548,0,0,GEN,SC,kansel,PHAGI,JAIPUR,Kansel,Dudu,Phagi,C_unique_gp_name_statewide,0,never,0
38550,0,0,SC,GEN,ladana,PHAGI,JAIPUR,Ladana,Dudu,Phagi,C_unique_gp_name_statewide,0,never,0
38555,0,0,GEN,GEN,mandi,PHAGI,JAIPUR,Mandi,Dudu,Phagi,C_unique_gp_name_statewide,0,never,0
38557,0,0,OBC,GEN,mohabbatpura,PHAGI,JAIPUR,Mohabbatpura,Jaipur (Gramin),Madhorajpura,C_unique_gp_name_statewide,0,never,0
38562,1,1,SC W,GENW,parwan,PHAGI,JAIPUR,Parwan,Dudu,Phagi,C_unique_gp_name_statewide,2,twice,0
38567,0,1,OBC,GENW,sawai jaisinghpura,PHAGI,JAIPUR,Sawai Jai Singh Pura,Dudu,Phagi,C_unique_gp_name_statewide,1,once,0
38575,0,1,GEN,GENW,bhaislana,KOTPUTLI,JAIPUR,Bhaislana,Jaipur (Gramin),Kishangarh Renwal,C_unique_gp_name_statewide,1,once,0
38612,1,0,GEN W,ST,ajairajpura,SANGANER,JAIPUR,Ajairajpura,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38614,0,1,GEN,SCW,bhambhoriya,SANGANER,JAIPUR,Bhambhoriya,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38615,0,1,GEN,GENW,bhapura,SANGANER,JAIPUR,Bhapura,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38616,1,1,OBC W,GENW,beelwa,SANGANER,JAIPUR,Beelwa,Jaipur,Sanganer,A_exact_gp_district_samiti,2,twice,0
38617,1,0,ST W,SC,dadiya,SANGANER,JAIPUR,Dadiya,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38621,0,1,GEN,STW,goner,SANGANER,JAIPUR,Goner,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38622,0,0,GEN,GEN,jaisinghpura,KOTPUTLI,JAIPUR,Jaisinghpura,Jaipur,Sanganer,B_exact_gp_district,0,never,0
38625,1,0,OBC W,GEN,lakhana,SANGANER,JAIPUR,Lakhana,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38626,0,1,ST,GENW,mahapura,SANGANER,JAIPUR,Mahapura,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38628,0,0,OBC,GEN,muhana,SANGANER,JAIPUR,Muhana,Jaipur,Sanganer,A_exact_gp_district_samiti,0,never,0
38634,0,1,GEN,OBCW,rampura unti,SANGANER,JAIPUR,Rampura Unti,Jaipur,Sanganer,A_exact_gp_district_samiti,1,once,0
38635,0,0,ST,OBC,vidhani,SANGANER,JAIPUR,Vidhani,Jaipur,Sanganer,A_exact_gp_district_samiti,0,never,0
38639,0,0,SC,OBC,bidara,SHAHPURA,JAIPUR,Bidara,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,0,never,0
38642,0,1,GEN,SCW,chharsa,SHAHPURA,JAIPUR,Chharsa,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,1,once,0
38645,0,1,GEN,GENW,dhanota,SHAHPURA,JAIPUR,Dhanota,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,1,once,0
38647,1,0,GEN W,SC,ghasipura,SHAHPURA,JAIPUR,Ghasipura,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,1,once,0
38649,1,1,GEN W,GENW,hanutpura,SHAHPURA,JAIPUR,Hanut Pura,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,2,twice,0
38651,0,1,GEN,SCW,jagatpura,SHAHPURA,JAIPUR,Jagatpura,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,1,once,0
38657,1,1,OBC W,GENW,maharkhurd,SHAHPURA,JAIPUR,Mahar Khurd,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,2,twice,0
38660,0,0,GEN,SC,nathawala,SHAHPURA,JAIPUR,Nathawala,Jaipur (Gramin),Shahpura,C_unique_gp_name_statewide,0,never,0
38667,0,0,OBC,GEN,amloda,VIRATNAGAR,JAIPUR,Amloda,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38676,0,0,GEN,SC,bhamod,VIRATNAGAR,JAIPUR,Bhamod,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38680,1,1,GEN W,OBCW,dhani gaiskan,VIRATNAGAR,JAIPUR,Dhani Gaiskan,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,2,twice,0
38684,0,0,SC,GEN,jawanpura,VIRATNAGAR,JAIPUR,Jawan Pura,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38686,0,0,OBC,GEN,jodhula,VIRATNAGAR,JAIPUR,Jodhula,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38689,1,0,GEN W,SC,kuhada,VIRATNAGAR,JAIPUR,Kuhada,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,1,once,0
38690,1,0,GEN W,GEN,luhakanakalan,VIRATNAGAR,JAIPUR,Luhakana Kalan,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,1,once,0
38691,0,0,GEN,GEN,mandha,VIRATNAGAR,JAIPUR,Mandha,Kotputli-Behror,Paota,C_unique_gp_name_statewide,0,never,0
38692,1,1,GEN W,OBCW,med,VIRATNAGAR,JAIPUR,Med,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,2,twice,0
38698,0,0,GEN,GEN,purawala,VIRATNAGAR,JAIPUR,Pura Wala,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38700,0,0,GEN,OBC,sothana,VIRATNAGAR,JAIPUR,Sothana,Kotputli-Behror,Viratnagar,C_unique_gp_name_statewide,0,never,0
38704,0,1,GEN,GENW,ajasar,JAISALMER,JAISALMER,Ajasar,Jaisalmer,Pokaran,B_exact_gp_district,1,once,0
38705,0,0,GEN,OBC,amarsagar,JAISALMER,JAISALMER,Amar Sagar,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,0,never,0
38706,0,1,GEN,GENW,askandra,JAISALMER,JAISALMER,Askandra,Jaisalmer,Pokaran,B_exact_gp_district,1,once,0
38708,0,1,GEN,GENW,badoda gaon,JAISALMER,JAISALMER,Badoda Gaon,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,1,once,0
38715,1,0,GEN W,SC,boha,JAISALMER,JAISALMER,Boha,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,1,once,0
38719,0,0,SC,GEN,dabla,JAISALMER,JAISALMER,Dabla,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,0,never,0
38721,0,0,SC,GEN,dhaysar,JAISALMER,JAISALMER,Dhaysar,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,0,never,0
38729,0,0,GEN,GEN,madasar,JAISALMER,JAISALMER,Madasar,Jaisalmer,Pokaran,B_exact_gp_district,0,never,0
38730,1,0,OBC W,GEN,mohangarh,JAISALMER,JAISALMER,Mohangarh,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,1,once,0
38731,0,1,OBC,GENW,mokla,JAISALMER,JAISALMER,Mokla,Jaisalmer,Jaisalmer,A_exact_gp_district_samiti,1,once,0
38732,1,1,GEN W,GENW,nachna,JAISALMER,JAISALMER,Nachna,Jaisalmer,Pokaran,B_exact_gp_district,2,twice,0
38734,0,1,SC,OBCW,nokh,JAISALMER,JAISALMER,Nokh,Jaisalmer,Pokaran,B_exact_gp_district,1,once,0
38739,1,1,OBC W,SCW,satyaya,JAISALMER,JAISALMER,Satyaya,Jaisalmer,Pokaran,B_exact_gp_district,2,twice,0
38744,0,1,GEN,GENW,adbala,SAM,JAISALMER,Adbala,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38745,0,0,OBC,SC,baiya,SAM,JAISALMER,Baiya,Jaisalmer,Fatehgarh,B_exact_gp_district,0,never,0
38746,0,0,SC,OBC,bandha,SAM,JAISALMER,Bandha,Jaisalmer,Ramgarh,B_exact_gp_district,0,never,0
38748,0,0,OBC,OBC,bida,SAM,JAISALMER,Bida,Jaisalmer,Sam,A_exact_gp_district_samiti,0,never,0
38749,1,0,OBC W,GEN,chelak,SAM,JAISALMER,Chelak,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38752,0,0,GEN,SC,dangri,SAM,JAISALMER,Dangri,Jaisalmer,Fatehgarh,B_exact_gp_district,0,never,0
38753,0,1,GEN,GENW,dav,SAM,JAISALMER,Dav,Jaisalmer,Sam,A_exact_gp_district_samiti,1,once,0
38755,1,0,ST W,SC,devikot,SAM,JAISALMER,Devikot,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38757,1,0,GEN W,GEN,dhanana,SAM,JAISALMER,Dhanana,Jaisalmer,Sam,A_exact_gp_district_samiti,1,once,0
38758,1,1,GEN W,GENW,fatehgarh,SAM,JAISALMER,Fatehgarh,Jaisalmer,Fatehgarh,B_exact_gp_district,2,twice,0
38760,0,1,GEN,GENW,harnau,SAM,JAISALMER,Harnau,Jaisalmer,Sam,A_exact_gp_district_samiti,1,once,0
38762,0,1,GEN,GENW,kanoi,SAM,JAISALMER,Kanoi,Jaisalmer,Sam,A_exact_gp_district_samiti,1,once,0
38763,0,1,OBC,STW,kapuriya,SAM,JAISALMER,Kapuriya,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38767,0,1,GEN,GENW,kunda,SAM,JAISALMER,Kunda,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38768,1,1,GEN W,SCW,lakha,SAM,JAISALMER,Lakha,Jaisalmer,Fatehgarh,B_exact_gp_district,2,twice,0
38770,0,0,OBC,GEN,mandai,SAM,JAISALMER,Mandai,Jaisalmer,Fatehgarh,B_exact_gp_district,0,never,0
38772,1,0,GEN W,OBC,modha,SAM,JAISALMER,Modha,Jaisalmer,Fatehgarh,B_exact_gp_district,1,once,0
38777,0,1,GEN,GENW,raimala,SAM,JAISALMER,Raimala,Jaisalmer,Ramgarh,B_exact_gp_district,1,once,0
38779,0,1,SC,OBCW,ramgarh,SAM,JAISALMER,Ramgarh,Jaisalmer,Ramgarh,B_exact_gp_district,1,once,0
38782,0,0,GEN,OBC,sam,SAM,JAISALMER,Sam,Jaisalmer,Sam,A_exact_gp_district_samiti,0,never,0
38784,0,0,GEN,GEN,satto,SAM,JAISALMER,Satto,Jaisalmer,Fatehgarh,B_exact_gp_district,0,never,0
38785,0,0,OBC,GEN,shahgarh,SAM,JAISALMER,Shahgarh,Jaisalmer,Sam,A_exact_gp_district_samiti,0,never,0
38790,0,0,GEN,GEN,tejmalta,SAM,JAISALMER,Tejmalta,Jaisalmer,Fatehgarh,B_exact_gp_district,0,never,0
38795,0,0,ST,GEN,barath ka gaon,SANKRA,JAISALMER,Barath Ka Gaon,Jaisalmer,Bhaniyana,B_exact_gp_district,0,never,0
38796,1,1,GEN W,GENW,bhaniyana,SANKRA,JAISALMER,Bhaniyana,Jaisalmer,Bhaniyana,B_exact_gp_district,2,twice,0
38800,0,0,GEN,GEN,chhayan,SANKRA,JAISALMER,Chhayan,Jaisalmer,Pokaran,B_exact_gp_district,0,never,0
