DHSCLUST,total_villages,villages_with_gp,gp_coverage_rate
12930.0,41,41,1.0
12931.0,24,24,1.0
12932.0,21,21,1.0
12933.0,18,18,1.0
12934.0,42,42,1.0
12935.0,39,39,1.0
12937.0,21,21,1.0
12939.0,23,23,1.0
12940.0,25,25,1.0
12941.0,27,27,1.0
12942.0,18,18,1.0
12943.0,29,29,1.0
12944.0,21,21,1.0
12945.0,19,19,1.0
13002.0,18,18,1.0
13003.0,8,8,1.0
13005.0,19,19,1.0
13006.0,21,21,1.0
13007.0,35,35,1.0
13008.0,34,34,1.0
13009.0,30,30,1.0
13010.0,35,35,1.0
13011.0,19,19,1.0
13012.0,16,16,1.0
13013.0,21,21,1.0
13014.0,27,27,1.0
13015.0,22,22,1.0
13017.0,23,23,1.0
13018.0,15,15,1.0
13019.0,26,26,1.0
13020.0,27,27,1.0
13022.0,38,38,1.0
13023.0,25,25,1.0
13024.0,35,35,1.0
13025.0,35,35,1.0
13027.0,20,20,1.0
13029.0,26,26,1.0
13030.0,32,32,1.0
13031.0,28,28,1.0
13032.0,17,17,1.0
13033.0,43,43,1.0
13034.0,29,29,1.0
13035.0,20,20,1.0
13039.0,28,28,1.0
13040.0,13,13,1.0
13041.0,24,24,1.0
13042.0,23,23,1.0
13043.0,14,14,1.0
13044.0,10,10,1.0
13045.0,15,15,1.0
13101.0,21,21,1.0
13102.0,37,37,1.0
13103.0,10,10,1.0
13105.0,33,33,1.0
13106.0,23,23,1.0
13107.0,34,34,1.0
13108.0,15,15,1.0
13109.0,39,39,1.0
13110.0,22,22,1.0
13111.0,42,42,1.0
13112.0,14,14,1.0
13113.0,29,29,1.0
13114.0,35,35,1.0
13115.0,50,50,1.0
13117.0,31,31,1.0
13118.0,21,21,1.0
13119.0,27,27,1.0
13120.0,28,28,1.0
13121.0,25,25,1.0
13122.0,38,38,1.0
13123.0,33,33,1.0
13124.0,28,28,1.0
13125.0,28,28,1.0
13127.0,11,11,1.0
13128.0,20,20,1.0
13129.0,12,12,1.0
13130.0,22,22,1.0
13131.0,22,22,1.0
13132.0,31,31,1.0
13133.0,32,32,1.0
13134.0,40,40,1.0
13135.0,32,32,1.0
13137.0,17,17,1.0
13138.0,25,25,1.0
13139.0,29,29,1.0
13140.0,36,36,1.0
13141.0,37,37,1.0
13142.0,26,26,1.0
13143.0,22,22,1.0
13144.0,13,13,1.0
13145.0,22,22,1.0
